Patient ID,ADDRESS,CITY,STATE,ZIP CODE
472,1525 FULTON AVENUE,BRONX,NY,10457
473,1531 FULTON AVENUE,BRONX,NY,10457
474,1535 FULTON AVENUE,BRONX,NY,10457
475,1545 FULTON AVENUE,BRONX,NY,10457
476,560 CLAREMONT PARKWAY,BRONX,NY,10457
477,550 CLAREMONT PARKWAY,BRONX,NY,10457
478,544 CLAREMONT PARKWAY,BRONX,NY,10457
479,3820 3RD AVENUE,BRONX,NY,10457
480,3812 3RD AVENUE,BRONX,NY,10457
481,3808 3RD AVENUE,BRONX,NY,10457
482,3804 3RD AVENUE,BRONX,NY,10457
483,3800 3RD AVENUE,BRONX,NY,10457
484,1325 FRANKLIN AVENUE,BRONX,NY,10456
485,1115 CLAY AVENUE,BRONX,NY,10456
486,1195 CLAY AVENUE,BRONX,NY,10456
487,1232 CLAY AVENUE,BRONX,NY,10456
488,1236 CLAY AVENUE,BRONX,NY,10456
489,1244 CLAY AVENUE,BRONX,NY,10456
490,1278 CLAY AVENUE,BRONX,NY,10456
491,1052 TELLER AVENUE,BRONX,NY,10456
492,1064 TELLER AVENUE,BRONX,NY,10456
493,1072 TELLER AVENUE,BRONX,NY,10456
494,1105 TELLER AVENUE,BRONX,NY,10456
495,1129 TELLER AVENUE,BRONX,NY,10456
496,1252 CLAY AVENUE,BRONX,NY,10456
497,1248 CLAY AVENUE,BRONX,NY,10456
498,1240 CLAY AVENUE,BRONX,NY,10456
499,1228 CLAY AVENUE,BRONX,NY,10456
500,1128 FINDLAY AVENUE,BRONX,NY,10456
501,1114 FINDLAY AVENUE,BRONX,NY,10456
502,335 EAST 166TH STREET,BRONX,NY,10456
503,1068 TELLER AVENUE,BRONX,NY,10456
504,1046 TELLER AVENUE,BRONX,NY,10456
505,1150 COLLEGE AVENUE,BRONX,NY,10456
506,1131 FINDLAY AVENUE,BRONX,NY,10456
507,1113 FINDLAY AVENUE,BRONX,NY,10456
508,865 NOBLE AVENUE,BRONX,NY,10473
509,867 NOBLE AVENUE,BRONX,NY,10473
510,869 NOBLE AVENUE,BRONX,NY,10473
511,871 NOBLE AVENUE,BRONX,NY,10473
512,873 NOBLE AVENUE,BRONX,NY,10473
513,857 NOBLE AVENUE,BRONX,NY,10473
514,859 NOBLE AVENUE,BRONX,NY,10473
515,861 NOBLE AVENUE,BRONX,NY,10473
516,863 NOBLE AVENUE,BRONX,NY,10473
517,839 NOBLE AVENUE,BRONX,NY,10473
518,843 NOBLE AVENUE,BRONX,NY,10473
519,847 NOBLE AVENUE,BRONX,NY,10473
520,851 NOBLE AVENUE,BRONX,NY,10473
521,2 CLASON POINT LANE NORTH,BRONX,NY,10473
522,4 CLASON POINT LANE NORTH,BRONX,NY,10473
523,6 CLASON POINT LANE NORTH,BRONX,NY,10473
524,60 KINGSLAND AVENUE,BROOKLYN,NY,11211
525,8 CLASON POINT LANE NORTH,BRONX,NY,10473
526,827 NOBLE AVENUE,BRONX,NY,10473
527,829 NOBLE AVENUE,BRONX,NY,10473
528,831 NOBLE AVENUE,BRONX,NY,10473
529,833 NOBLE AVENUE,BRONX,NY,10473
530,819 NOBLE AVENUE,BRONX,NY,10473
531,821 NOBLE AVENUE,BRONX,NY,10473
532,823 NOBLE AVENUE,BRONX,NY,10473
533,825 NOBLE AVENUE,BRONX,NY,10473
534,1719 LAFAYETTE AVENUE,BRONX,NY,10473
535,801 NOBLE AVENUE,BRONX,NY,10473
536,805 NOBLE AVENUE,BRONX,NY,10473
537,807 NOBLE AVENUE,BRONX,NY,10473
538,811 NOBLE AVENUE,BRONX,NY,10473
539,1705 LAFAYETTE AVENUE,BRONX,NY,10473
540,1707 LAFAYETTE AVENUE,BRONX,NY,10473
541,1709 LAFAYETTE AVENUE,BRONX,NY,10473
542,1711 LAFAYETTE AVENUE,BRONX,NY,10473
543,1697 LAFAYETTE AVENUE,BRONX,NY,10473
544,1699 LAFAYETTE AVENUE,BRONX,NY,10473
545,1701 LAFAYETTE AVENUE,BRONX,NY,10473
546,1703 LAFAYETTE AVENUE,BRONX,NY,10473
547,10 CLASON POINT LANE NORTH,BRONX,NY,10473
548,12 CLASON POINT LANE NORTH,BRONX,NY,10473
549,14 CLASON POINT LANE NORTH,BRONX,NY,10473
550,16 CLASON POINT LANE NORTH,BRONX,NY,10473
551,18 CLASON POINT LANE NORTH,BRONX,NY,10473
552,20 CLASON POINT LANE NORTH,BRONX,NY,10473
553,22 CLASON POINT LANE NORTH,BRONX,NY,10473
554,1690 STORY AVENUE,BRONX,NY,10473
555,1692 STORY AVENUE,BRONX,NY,10473
556,1694 STORY AVENUE,BRONX,NY,10473
557,1698 STORY AVENUE,BRONX,NY,10473
558,1682 STORY AVENUE,BRONX,NY,10473
559,1684 STORY AVENUE,BRONX,NY,10473
560,1686 STORY AVENUE,BRONX,NY,10473
561,1688 STORY AVENUE,BRONX,NY,10473
562,30 CLASON POINT LANE SOUTH,BRONX,NY,10473
563,32 CLASON POINT LANE SOUTH,BRONX,NY,10473
564,34 CLASON POINT LANE NORTH,BRONX,NY,10473
565,36 CLASON POINT LANE NORTH,BRONX,NY,10473
566,38 CLASON POINT LANE NORTH,BRONX,NY,10473
567,40 CLASON POINT LANE NORTH,BRONX,NY,10473
568,42 CLASON POINT LANE NORTH,BRONX,NY,10473
569,44 CLASON POINT LANE NORTH,BRONX,NY,10473
570,46 CLASON POINT LANE SOUTH,BRONX,NY,10473
571,48 CLASON POINT LANE SOUTH,BRONX,NY,10473
572,50 CLASON POINT LANE SOUTH,BRONX,NY,10473
573,52 CLASON POINT LANE SOUTH,BRONX,NY,10473
574,54 CLASON POINT LANE SOUTH,BRONX,NY,10473
575,56 CLASON POINT LANE SOUTH,BRONX,NY,10473
576,58 CLASON POINT LANE NORTH,BRONX,NY,10473
577,60 CLASON POINT LANE NORTH,BRONX,NY,10473
578,62 CLASON POINT LANE NORTH,BRONX,NY,10473
579,64 CLASON POINT LANE NORTH,BRONX,NY,10473
580,66 CLASON POINT LANE NORTH,BRONX,NY,10473
581,68 CLASON POINT LANE NORTH,BRONX,NY,10473
582,70 CLASON POINT LANE SOUTH,BRONX,NY,10473
583,72 CLASON POINT LANE SOUTH,BRONX,NY,10473
584,74 CLASON POINT LANE SOUTH,BRONX,NY,10473
585,76 CLASON POINT LANE SOUTH,BRONX,NY,10473
586,78 CLASON POINT LANE NORTH,BRONX,NY,10473
587,80 CLASON POINT LANE NORTH,BRONX,NY,10473
588,82 CLASON POINT LANE NORTH,BRONX,NY,10473
589,1660 STORY AVENUE,BRONX,NY,10473
590,1662 STORY AVENUE,BRONX,NY,10473
591,1664 STORY AVENUE,BRONX,NY,10473
592,1666 STORY AVENUE,BRONX,NY,10473
593,1668 STORY AVENUE,BRONX,NY,10473
594,856 METCALF AVENUE,BRONX,NY,10473
595,860 METCALF AVENUE,BRONX,NY,10473
596,864 METCALF AVENUE,BRONX,NY,10473
597,868 METCALF AVENUE,BRONX,NY,10473
598,872 METCALF AVENUE,BRONX,NY,10473
599,842 METCALF AVENUE,BRONX,NY,10473
600,844 METCALF AVENUE,BRONX,NY,10473
601,846 METCALF AVENUE,BRONX,NY,10473
602,848 METCALF AVENUE,BRONX,NY,10473
603,834 METCALF AVENUE,BRONX,NY,10473
604,836 METCALF AVENUE,BRONX,NY,10473
605,838 METCALF AVENUE,BRONX,NY,10473
606,840 METCALF AVENUE,BRONX,NY,10473
607,17 CLASON POINT LANE SOUTH,BRONX,NY,10473
608,19 CLASON POINT LANE SOUTH,BRONX,NY,10473
609,21 CLASON POINT LANE SOUTH,BRONX,NY,10473
610,23 CLASON POINT LANE SOUTH,BRONX,NY,10473
611,9 CLASON POINT LANE SOUTH,BRONX,NY,10473
612,11 CLASON POINT LANE SOUTH,BRONX,NY,10473
613,15 CLASON POINT LANE SOUTH,BRONX,NY,10473
614,1 CLASON POINT LANE SOUTH,BRONX,NY,10473
615,3 CLASON POINT LANE SOUTH,BRONX,NY,10473
616,5 CLASON POINT LANE SOUTH,BRONX,NY,10473
617,7 CLASON POINT LANE SOUTH,BRONX,NY,10473
618,1685 LAFAYETTE AVENUE,BRONX,NY,10473
619,1687 LAFAYETTE AVENUE,BRONX,NY,10473
620,1689 LAFAYETTE AVENUE,BRONX,NY,10473
621,1691 LAFAYETTE AVENUE,BRONX,NY,10473
622,1677 LAFAYETTE AVENUE,BRONX,NY,10473
623,1679 LAFAYETTE AVENUE,BRONX,NY,10473
624,1681 LAFAYETTE AVENUE,BRONX,NY,10473
625,1683 LAFAYETTE AVENUE,BRONX,NY,10473
626,1667 LAFAYETTE AVENUE,BRONX,NY,10473
627,1669 LAFAYETTE AVENUE,BRONX,NY,10473
628,1671 LAFAYETTE AVENUE,BRONX,NY,10473
629,1673 LAFAYETTE AVENUE,BRONX,NY,10473
630,1675 LAFAYETTE AVENUE,BRONX,NY,10473
631,810 METCALF AVENUE,BRONX,NY,10473
632,814 METCALF AVENUE,BRONX,NY,10473
633,818 METCALF AVENUE,BRONX,NY,10473
634,822 METCALF AVENUE,BRONX,NY,10473
635,826 METCALF AVENUE,BRONX,NY,10473
636,1661 LAFAYETTE AVENUE,BRONX,NY,10473
637,1663 LAFAYETTE AVENUE,BRONX,NY,10473
638,1665 LAFAYETTE AVENUE,BRONX,NY,10473
639,781 CROES AVENUE,BRONX,NY,10473
640,785 CROES AVENUE,BRONX,NY,10473
641,789 CROES AVENUE,BRONX,NY,10473
642,793 CROES AVENUE,BRONX,NY,10473
643,1682 LAFAYETTE AVENUE,BRONX,NY,10473
644,1684 LAFAYETTE AVENUE,BRONX,NY,10473
645,1686 LAFAYETTE AVENUE,BRONX,NY,10473
646,1683 CROES PLACE,BRONX,NY,10473
647,1685 CROES PLACE,BRONX,NY,10473
648,1687 CROES PLACE,BRONX,NY,10473
649,1674 LAFAYETTE AVENUE,BRONX,NY,10473
650,1676 LAFAYETTE AVENUE,BRONX,NY,10473
651,1678 LAFAYETTE AVENUE,BRONX,NY,10473
652,1680 LAFAYETTE AVENUE,BRONX,NY,10473
653,1666 LAFAYETTE AVENUE,BRONX,NY,10473
654,1668 LAFAYETTE AVENUE,BRONX,NY,10473
655,1670 LAFAYETTE AVENUE,BRONX,NY,10473
656,1672 LAFAYETTE AVENUE,BRONX,NY,10473
657,1660 LAFAYETTE AVENUE,BRONX,NY,10473
658,1662 LAFAYETTE AVENUE,BRONX,NY,10473
659,1664 LAFAYETTE AVENUE,BRONX,NY,10473
660,780 METCALF AVENUE,BRONX,NY,10473
661,784 METCALF AVENUE,BRONX,NY,10473
662,788 METCALF AVENUE,BRONX,NY,10473
663,768 METCALF AVENUE,BRONX,NY,10473
664,770 METCALF AVENUE,BRONX,NY,10473
665,772 METCALF AVENUE,BRONX,NY,10473
666,774 METCALF AVENUE,BRONX,NY,10473
667,750 METCALF AVENUE,BRONX,NY,10473
668,752 METCALF AVENUE,BRONX,NY,10473
669,754 METCALF AVENUE,BRONX,NY,10473
670,756 METCALF AVENUE,BRONX,NY,10473
671,738 METCALF AVENUE,BRONX,NY,10473
672,740 METCALF AVENUE,BRONX,NY,10473
673,742 METCALF AVENUE,BRONX,NY,10473
674,744 METCALF AVENUE,BRONX,NY,10473
675,720 METCALF AVENUE,BRONX,NY,10473
676,722 METCALF AVENUE,BRONX,NY,10473
677,724 METCALF AVENUE,BRONX,NY,10473
678,726 METCALF AVENUE,BRONX,NY,10473
679,758 METCALF AVENUE,BRONX,NY,10473
680,760 METCALF AVENUE,BRONX,NY,10473
681,762 METCALF AVENUE,BRONX,NY,10473
682,764 METCALF AVENUE,BRONX,NY,10473
683,766 METCALF AVENUE,BRONX,NY,10473
684,728 METCALF AVENUE,BRONX,NY,10473
685,730 METCALF AVENUE,BRONX,NY,10473
686,732 METCALF AVENUE,BRONX,NY,10473
687,734 METCALF AVENUE,BRONX,NY,10473
688,736 METCALF AVENUE,BRONX,NY,10473
689,1671 SEWARD AVENUE,BRONX,NY,10473
690,1673 SEWARD AVENUE,BRONX,NY,10473
691,1675 SEWARD AVENUE,BRONX,NY,10473
692,1677 SEWARD AVENUE,BRONX,NY,10473
693,1663 SEWARD AVENUE,BRONX,NY,10473
694,1665 SEWARD AVENUE,BRONX,NY,10473
695,1667 SEWARD AVENUE,BRONX,NY,10473
696,1669 SEWARD AVENUE,BRONX,NY,10473
697,700 METCALF AVENUE,BRONX,NY,10473
698,704 METCALF AVENUE,BRONX,NY,10473
699,708 METCALF AVENUE,BRONX,NY,10473
700,712 METCALF AVENUE,BRONX,NY,10473
701,1505 PARK AVENUE,NEW YORK,NY,10029
702,1760 LEXINGTON AVENUE,NEW YORK,NY,10029
703,1738 LEXINGTON AVENUE,NEW YORK,NY,10029
704,1485 PARK AVENUE,NEW YORK,NY,10029
705,1405 PARK AVENUE,NEW YORK,NY,10029
706,107 EAST 105TH STREET,NEW YORK,NY,10029
707,1020 COLLEGE AVENUE,BRONX,NY,10456
708,3025 WEST 32ND STREET,BROOKLYN,NY,11224
709,3030 SURF AVENUE,BROOKLYN,NY,11224
710,3020 SURF AVENUE,BROOKLYN,NY,11224
711,3002 SURF AVENUE,BROOKLYN,NY,11224
712,3028 WEST 29TH STREET,BROOKLYN,NY,11224
713,2007 SURF AVENUE,BROOKLYN,NY,11224
714,2950 WEST 35TH STREET,BROOKLYN,NY,11224
715,2947 WEST 28TH STREET,BROOKLYN,NY,11224
716,2949 WEST 28TH STREET,BROOKLYN,NY,11224
717,2925 WEST 27TH STREET,BROOKLYN,NY,11224
718,2926 WEST 25TH STREET,BROOKLYN,NY,11224
719,92-33 170TH STREET,JAMAICA,NY,11433
720,275 JACKSON STREET,BROOKLYN,NY,11211
721,280 FROST STREET,BROOKLYN,NY,11222
722,290 FROST STREET,BROOKLYN,NY,11222
723,330 FROST STREET,BROOKLYN,NY,11222
724,340 FROST STREET,BROOKLYN,NY,11222
725,417 MORGAN AVENUE,BROOKLYN,NY,11211
726,401 MORGAN AVENUE,BROOKLYN,NY,11211
727,389 MORGAN AVENUE,BROOKLYN,NY,11211
728,20 DEBEVOISE AVENUE,BROOKLYN,NY,11211
729,30 DEBEVOISE AVENUE,BROOKLYN,NY,11211
730,50 DEBEVOISE AVENUE,BROOKLYN,NY,11211
731,295 JACKSON STREET,BROOKLYN,NY,11211
732,306 EAST 117TH STREET,NEW YORK,NY,10035
733,1634 STERLING PLACE,BROOKLYN,NY,11233
734,1367 SAINT MARKS AVENUE,BROOKLYN,NY,11233
735,1371 SAINT MARKS AVENUE,BROOKLYN,NY,11233
736,1629 PARK PLACE,BROOKLYN,NY,11233
737,1630 PARK PLACE,BROOKLYN,NY,11233
738,1636 PARK PLACE,BROOKLYN,NY,11233
739,1640 PARK PLACE,BROOKLYN,NY,11233
740,1646 PARK PLACE,BROOKLYN,NY,11233
741,1260 SUTTER AVENUE,BROOKLYN,NY,11208
742,1266 SUTTER AVENUE,BROOKLYN,NY,11208
743,1230 SUTTER AVENUE,BROOKLYN,NY,11208
744,1220 SUTTER AVENUE,BROOKLYN,NY,11208
745,315 FOUNTAIN AVENUE,BROOKLYN,NY,11208
746,305 FOUNTAIN AVENUE,BROOKLYN,NY,11208
747,1250 SUTTER AVENUE,BROOKLYN,NY,11208
748,1240 SUTTER AVENUE,BROOKLYN,NY,11208
749,1200 SUTTER AVENUE,BROOKLYN,NY,11208
750,1210 SUTTER AVENUE,BROOKLYN,NY,11208
751,345 FOUNTAIN AVENUE,BROOKLYN,NY,11208
752,335 FOUNTAIN AVENUE,BROOKLYN,NY,11208
753,375 FOUNTAIN AVENUE,BROOKLYN,NY,11208
754,365 FOUNTAIN AVENUE,BROOKLYN,NY,11208
755,395 FOUNTAIN AVENUE,BROOKLYN,NY,11208
756,385 FOUNTAIN AVENUE,BROOKLYN,NY,11208
757,455 FOUNTAIN AVENUE,BROOKLYN,NY,11208
758,445 FOUNTAIN AVENUE,BROOKLYN,NY,11208
759,495 FOUNTAIN AVENUE,BROOKLYN,NY,11208
760,485 FOUNTAIN AVENUE,BROOKLYN,NY,11208
761,710 EUCLID AVENUE,BROOKLYN,NY,11208
762,700 EUCLID AVENUE,BROOKLYN,NY,11208
763,740 EUCLID AVENUE,BROOKLYN,NY,11208
764,730 EUCLID AVENUE,BROOKLYN,NY,11208
765,2545 LINDEN BOULEVARD,BROOKLYN,NY,11208
766,2555 LINDEN BOULEVARD,BROOKLYN,NY,11208
767,2525 LINDEN BOULEVARD,BROOKLYN,NY,11208
768,2535 LINDEN BOULEVARD,BROOKLYN,NY,11208
769,525 FOUNTAIN AVENUE,BROOKLYN,NY,11208
770,515 FOUNTAIN AVENUE,BROOKLYN,NY,11208
771,1150 UNION AVENUE,BRONX,NY,10459
772,818 HOME STREET,BRONX,NY,10459
773,201 WEST 93RD STREET,NEW YORK,NY,10025
774,868 AMSTERDAM AVENUE,NEW YORK,NY,10025
775,825 COLUMBUS AVENUE,NEW YORK,NY,10025
776,55 WEST 100TH STREET,NEW YORK,NY,10025
777,845 COLUMBUS AVENUE,NEW YORK,NY,10025
778,865 COLUMBUS AVENUE,NEW YORK,NY,10025
779,60 WEST 104TH STREET,NEW YORK,NY,10025
780,875 COLUMBUS AVENUE,NEW YORK,NY,10025
781,850 COLUMBUS AVENUE,NEW YORK,NY,10025
782,870 COLUMBUS AVENUE,NEW YORK,NY,10025
783,860 COLUMBUS AVENUE,NEW YORK,NY,10025
784,51 MANHATTAN AVENUE,NEW YORK,NY,10025
785,74 WEST 103RD STREET,NEW YORK,NY,10025
786,840 COLUMBUS AVENUE,NEW YORK,NY,10025
787,826 COLUMBUS AVENUE,NEW YORK,NY,10025
788,830 COLUMBUS AVENUE,NEW YORK,NY,10025
789,140 WEST 104TH STREET,NEW YORK,NY,10025
790,865 AMSTERDAM AVENUE,NEW YORK,NY,10025
791,875 AMSTERDAM AVENUE,NEW YORK,NY,10025
792,2660 FREDERICK DOUGLASS BOULEVARD,NEW YORK,NY,10030
793,2680 FREDERICK DOUGLASS BOULEVARD,NEW YORK,NY,10030
794,2698 FREDERICK DOUGLASS BOULEVARD,NEW YORK,NY,10030
795,2430 A C POWELL BOULEVARD,NEW YORK,NY,10030
796,200 WEST 143RD STREET,NEW YORK,NY,10030
797,177 NAGLE AVENUE,NEW YORK,NY,10034
798,3716 10TH AVENUE,NEW YORK,NY,10034
799,195 NAGLE AVENUE,NEW YORK,NY,10034
800,3736 10TH AVENUE,NEW YORK,NY,10034
801,213 NAGLE AVENUE,NEW YORK,NY,10034
802,3758 10TH AVENUE,NEW YORK,NY,10034
803,3784 10TH AVENUE,NEW YORK,NY,10034
804,905 EAGLE AVENUE,BRONX,NY,10456
805,372 EAST 152ND STREET,BRONX,NY,10455
806,370 EAST 153RD STREET,BRONX,NY,10455
807,1084 BRYANT AVENUE,BRONX,NY,10459
808,1080 BRYANT AVENUE,BRONX,NY,10459
809,1074 BRYANT AVENUE,BRONX,NY,10459
810,1070 BRYANT AVENUE,BRONX,NY,10459
811,1134 EAST 165TH STREET,BRONX,NY,10459
812,1130 EAST 165TH STREET,BRONX,NY,10459
813,1124 EAST 165TH STREET,BRONX,NY,10459
814,1120 EAST 165TH STREET,BRONX,NY,10459
815,1040 BRYANT AVENUE,BRONX,NY,10459
816,1034 BRYANT AVENUE,BRONX,NY,10459
817,1030 BRYANT AVENUE,BRONX,NY,10459
818,1024 BRYANT AVENUE,BRONX,NY,10459
819,1020 BRYANT AVENUE,BRONX,NY,10459
820,1080 EAST 165TH STREET,BRONX,NY,10459
821,1084 EAST 165TH STREET,BRONX,NY,10459
822,1090 EAST 165TH STREET,BRONX,NY,10459
823,1094 EAST 165TH STREET,BRONX,NY,10459
824,1100 EAST 165TH STREET,BRONX,NY,10459
825,1110 EAST 165TH STREET,BRONX,NY,10459
826,1463 VYSE AVENUE,BRONX,NY,10460
827,1465 VYSE AVENUE,BRONX,NY,10460
828,1467 VYSE AVENUE,BRONX,NY,10460
829,1469 VYSE AVENUE,BRONX,NY,10460
830,1471 VYSE AVENUE,BRONX,NY,10460
831,1475 VYSE AVENUE,BRONX,NY,10460
832,1477 VYSE AVENUE,BRONX,NY,10460
833,1479 VYSE AVENUE,BRONX,NY,10460
834,1481 VYSE AVENUE,BRONX,NY,10460
835,1485 VYSE AVENUE,BRONX,NY,10460
836,1487 VYSE AVENUE,BRONX,NY,10460
837,1489 VYSE AVENUE,BRONX,NY,10460
838,1491 VYSE AVENUE,BRONX,NY,10460
839,1493 VYSE AVENUE,BRONX,NY,10460
840,1520 HOE AVENUE,BRONX,NY,10460
841,1524 HOE AVENUE,BRONX,NY,10460
842,1528 HOE AVENUE,BRONX,NY,10460
843,1550 HOE AVENUE,BRONX,NY,10460
844,1554 HOE AVENUE,BRONX,NY,10460
845,1558 HOE AVENUE,BRONX,NY,10460
846,1566 HOE AVENUE,BRONX,NY,10460
847,1570 HOE AVENUE,BRONX,NY,10460
848,1572 HOE AVENUE,BRONX,NY,10460
849,1576 HOE AVENUE,BRONX,NY,10460
850,1580 HOE AVENUE,BRONX,NY,10460
851,1579 VYSE AVENUE,BRONX,NY,10460
852,1575 VYSE AVENUE,BRONX,NY,10460
853,1571 VYSE AVENUE,BRONX,NY,10460
854,2111 LAFONTAINE AVENUE,BRONX,NY,10457
855,558 EAST 181ST STREET,BRONX,NY,10457
856,1052 HEGEMAN AVENUE,BROOKLYN,NY,11208
857,1056 HEGEMAN AVENUE,BROOKLYN,NY,11208
858,1058 HEGEMAN AVENUE,BROOKLYN,NY,11208
859,1060 HEGEMAN AVENUE,BROOKLYN,NY,11208
860,1062 HEGEMAN AVENUE,BROOKLYN,NY,11208
861,1064 HEGEMAN AVENUE,BROOKLYN,NY,11208
862,1078 HEGEMAN AVENUE,BROOKLYN,NY,11208
863,1080 HEGEMAN AVENUE,BROOKLYN,NY,11208
864,1085 HEGEMAN AVENUE,BROOKLYN,NY,11208
865,1087 HEGEMAN AVENUE,BROOKLYN,NY,11208
866,336 FOUNTAIN AVENUE,BROOKLYN,NY,11208
867,338 FOUNTAIN AVENUE,BROOKLYN,NY,11208
868,340 FOUNTAIN AVENUE,BROOKLYN,NY,11208
869,342 FOUNTAIN AVENUE,BROOKLYN,NY,11208
870,344 FOUNTAIN AVENUE,BROOKLYN,NY,11208
871,346 FOUNTAIN AVENUE,BROOKLYN,NY,11208
872,348 FOUNTAIN AVENUE,BROOKLYN,NY,11208
873,460 FOUNTAIN AVENUE,BROOKLYN,NY,11208
874,462 FOUNTAIN AVENUE,BROOKLYN,NY,11208
875,464 FOUNTAIN AVENUE,BROOKLYN,NY,11208
876,466 FOUNTAIN AVENUE,BROOKLYN,NY,11208
877,468 FOUNTAIN AVENUE,BROOKLYN,NY,11208
878,470 FOUNTAIN AVENUE,BROOKLYN,NY,11208
879,504 FOUNTAIN AVENUE,BROOKLYN,NY,11208
880,508 FOUNTAIN AVENUE,BROOKLYN,NY,11208
881,510 FOUNTAIN AVENUE,BROOKLYN,NY,11208
882,514 FOUNTAIN AVENUE,BROOKLYN,NY,11208
883,761 LOGAN STREET,BROOKLYN,NY,11208
884,765 LOGAN STREET,BROOKLYN,NY,11208
885,768 LOGAN STREET,BROOKLYN,NY,11208
886,770 LOGAN STREET,BROOKLYN,NY,11208
887,772 LOGAN STREET,BROOKLYN,NY,11208
888,776 LOGAN STREET,BROOKLYN,NY,11208
889,420 EAST 105TH STREET,NEW YORK,NY,10029
890,410 EAST 105TH STREET,NEW YORK,NY,10029
891,401 EAST 102ND STREET,NEW YORK,NY,10029
892,400 EAST 105TH STREET,NEW YORK,NY,10029
893,402 EAST 105TH STREET,NEW YORK,NY,10029
894,404 EAST 105TH STREET,NEW YORK,NY,10029
895,434 EAST 105TH STREET,NEW YORK,NY,10029
896,432 EAST 105TH STREET,NEW YORK,NY,10029
897,430 EAST 105TH STREET,NEW YORK,NY,10029
898,440 EAST 105TH STREET,NEW YORK,NY,10029
899,405 EAST 102ND STREET,NEW YORK,NY,10029
900,415 EAST 102ND STREET,NEW YORK,NY,10029
901,421 EAST 102ND STREET,NEW YORK,NY,10029
902,425 EAST 102ND STREET,NEW YORK,NY,10029
903,433 EAST 102ND STREET,NEW YORK,NY,10029
904,431 EAST 102ND STREET,NEW YORK,NY,10029
905,429 EAST 102ND STREET,NEW YORK,NY,10029
906,427 EAST 102ND STREET,NEW YORK,NY,10029
907,442 EAST 105TH STREET,NEW YORK,NY,10029
908,444 EAST 105TH STREET,NEW YORK,NY,10029
909,446 EAST 105TH STREET,NEW YORK,NY,10029
910,448 EAST 105TH STREET,NEW YORK,NY,10029
911,450 EAST 105TH STREET,NEW YORK,NY,10029
912,452 EAST 105TH STREET,NEW YORK,NY,10029
913,454 EAST 105TH STREET,NEW YORK,NY,10029
914,435 EAST 102ND STREET,NEW YORK,NY,10029
915,445 EAST 102ND STREET,NEW YORK,NY,10029
916,451 EAST 102ND STREET,NEW YORK,NY,10029
917,455 EAST 102ND STREET,NEW YORK,NY,10029
918,1134 BURKE AVENUE,BRONX,NY,10469
919,1140 BURKE AVENUE,BRONX,NY,10469
920,1160 BURKE AVENUE,BRONX,NY,10469
921,1166 BURKE AVENUE,BRONX,NY,10469
922,1210 BURKE AVENUE,BRONX,NY,10469
923,1216 BURKE AVENUE,BRONX,NY,10469
924,1236 BURKE AVENUE,BRONX,NY,10469
925,1240 BURKE AVENUE,BRONX,NY,10469
926,1260 BURKE AVENUE,BRONX,NY,10469
927,3055 BOUCK AVENUE,BRONX,NY,10469
928,1255 ADEE AVENUE,BRONX,NY,10469
929,1245 ADEE AVENUE,BRONX,NY,10469
930,1219 ADEE AVENUE,BRONX,NY,10469
931,3020 YATES AVENUE,BRONX,NY,10469
932,3010 YATES AVENUE,BRONX,NY,10469
933,1180 GRENADA PLACE,BRONX,NY,10466
934,1186 GRENADA PLACE,BRONX,NY,10466
935,3881 BAYCHESTER AVENUE,BRONX,NY,10466
936,3885 BAYCHESTER AVENUE,BRONX,NY,10466
937,3861 BAYCHESTER AVENUE,BRONX,NY,10466
938,3865 BAYCHESTER AVENUE,BRONX,NY,10466
939,3841 BAYCHESTER AVENUE,BRONX,NY,10466
940,3845 BAYCHESTER AVENUE,BRONX,NY,10466
941,1981 SCHIEFFELIN AVENUE,BRONX,NY,10466
942,1985 SCHIEFFELIN AVENUE,BRONX,NY,10466
943,1961 SCHIEFFELIN AVENUE,BRONX,NY,10466
944,1965 SCHIEFFELIN AVENUE,BRONX,NY,10466
945,1173 229TH DRIVE NORTH,BRONX,NY,10466
946,1159 229TH DRIVE NORTH,BRONX,NY,10466
947,1147 229TH DRIVE NORTH,BRONX,NY,10466
948,1149 229TH DRIVE NORTH,BRONX,NY,10466
949,1166 GRENADA PLACE,BRONX,NY,10466
950,1160 GRENADA PLACE,BRONX,NY,10466
951,1137 229TH DRIVE NORTH,BRONX,NY,10466
952,1139 229TH DRIVE NORTH,BRONX,NY,10466
953,1125 229TH DRIVE NORTH,BRONX,NY,10466
954,1127 229TH DRIVE NORTH,BRONX,NY,10466
955,1107 EAST 229TH STREET,BRONX,NY,10466
956,1111 EAST 229TH STREET,BRONX,NY,10466
957,1135 EAST 229TH STREET,BRONX,NY,10466
958,1141 EAST 229TH STREET,BRONX,NY,10466
959,1151 EAST 229TH STREET,BRONX,NY,10466
960,1165 EAST 229TH STREET,BRONX,NY,10466
961,1175 EAST 229TH STREET,BRONX,NY,10466
962,1189 229TH DRIVE NORTH,BRONX,NY,10466
963,1195 EAST 229TH STREET,BRONX,NY,10466
964,1170 229TH DRIVE SOUTH,BRONX,NY,10466
965,1153 229TH DRIVE SOUTH,BRONX,NY,10466
966,1155 229TH DRIVE SOUTH,BRONX,NY,10466
967,1132 229TH DRIVE SOUTH,BRONX,NY,10466
968,1128 EAST 229TH STREET,BRONX,NY,10466
